headline,date,link,compound_score,sentiment
"India IndusInd Bank sees margins largely flat ""going forward""",2024-01-18 04:55:21,/quote/stock/INDUSLND-BANK-LIMITED-9059225/news/India-IndusInd-Bank-sees-margins-largely-flat-going-forward-45765706/,0.0,Neutral
"INDIA STOCKS-Weak earnings, fading US rate cut hopes drag Indian shares",2024-01-18 04:10:16,/quote/stock/HDFC-BANK-LIMITED-105516154/news/INDIA-STOCKS-Weak-earnings-fading-US-rate-cut-hopes-drag-Indian-shares-45765378/,0.25,Positive
"INDIA STOCKS-Financials, IT drag Indian shares off record highs",2024-01-18 10:15:59,/quote/stock/ICICI-PRUDENTIAL-LIFE-INS-32000303/news/INDIA-STOCKS-Financials-IT-drag-Indian-shares-off-record-highs-45762592/,0.0772,Positive
"INDIA STOCKS-Indian shares open lower, HDFC Bank extends slide",2024-01-18 09:19:11,/quote/stock/HDFC-BANK-LIMITED-105516154/news/INDIA-STOCKS-Indian-shares-open-lower-HDFC-Bank-extends-slide-45762493/,0.128,Positive
India's Nifty 50 set to open lower; HDFC Bank in focus,2024-01-18 08:23:06,/quote/index/NIFTY-50-9743680/news/India-s-Nifty-50-set-to-open-lower-HDFC-Bank-in-focus-45762427/,0.128,Positive
Asian Equities Traded in the US as American Depositary Receipts Fall in Wednesday Trading,2024-01-17 09:25:05,/quote/stock/CNFINANCE-HOLDINGS-LIMITE-46980304/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Fall-in-Wednesday-Trading-45759407/,0.0,Neutral
"Bank, Financial Stocks Drag Indian Equities to Losses on Wednesday",2024-01-17 04:28:10,/quote/index/SENSEX-BSE30-7426/news/Bank-Financial-Stocks-Drag-Indian-Equities-to-Losses-on-Wednesday-45756534/,-0.5574,Negative
"INDIA STOCKS-HDFC Bank sparks worst day for India's Nifty, Sensex since June 2022",2024-01-17 03:56:01,/quote/stock/HDFC-BANK-LIMITED-105516154/news/INDIA-STOCKS-HDFC-Bank-sparks-worst-day-for-India-s-Nifty-Sensex-since-June-2022-45759666/,-0.34,Negative
"Stocks, FX fall for third day on bleak China data, rate jitters",2024-01-17 03:29:46,/quote/currency/INDIAN-RUPEE-US-DOLLAR-IN-2373570/news/Stocks-FX-fall-for-third-day-on-bleak-China-data-rate-jitters-45756205/,0.0,Neutral
"Jefferies Adjusts HDFC Bank’s Price Target to INR2,000 From INR2,100, Keeps at Buy",2024-01-17 03:24:05,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Jefferies-Adjusts-HDFC-Bank-s-Price-Target-to-INR2-000-From-INR2-100-Keeps-at-Buy-45756168/,0.0,Neutral
India's HDFC Bank set for worst day in nearly 4 years on margin concerns,2024-01-17 10:52:29,/quote/stock/HDFC-BANK-LIMITED-105516154/news/India-s-HDFC-Bank-set-for-worst-day-in-nearly-4-years-on-margin-concerns-45753064/,-0.6249,Negative
HDFC Bank's Consolidated Profit Jumps in Fiscal Q3; Shares Drop 6%,2024-01-17 10:26:05,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-s-Consolidated-Profit-Jumps-in-Fiscal-Q3-Shares-Drop-6-45752965/,0.4588,Positive
INDIA STOCKS-Post-results slide in HDFC Bank drags Indian shares lower,2024-01-17 10:07:32,/quote/stock/HDFC-BANK-LIMITED-105516154/news/INDIA-STOCKS-Post-results-slide-in-HDFC-Bank-drags-Indian-shares-lower-45752933/,-0.1779,Negative
"Most Asian currencies, stocks decline after hawkish Fed rhetoric",2024-01-17 10:04:51,/quote/currency/AUSTRALIAN-DOLLAR-US-DOLL-2373531/news/Most-Asian-currencies-stocks-decline-after-hawkish-Fed-rhetoric-45752921/,0.0,Neutral
India's HDFC Bank falls as margins stagnate,2024-01-17 09:31:42,/quote/stock/HDFC-BANK-LIMITED-105516154/news/India-s-HDFC-Bank-falls-as-margins-stagnate-45752855/,0.0,Neutral
INDIA STOCKS-Indian shares open lower dragged by financials,2024-01-17 09:20:41,/news/latest/INDIA-STOCKS-Indian-shares-open-lower-dragged-by-financials-45752846/,-0.0516,Negative
India's Nifty 50 set to open lower tracking Asian peers,2024-01-17 08:17:01,/quote/index/NIFTY-50-9743680/news/India-s-Nifty-50-set-to-open-lower-tracking-Asian-peers-45752729/,0.128,Positive
Asian Equities Traded in the US as American Depositary Receipts Sharply Lower in Tuesday Trading,2024-01-16 09:34:05,/quote/stock/CONCORD-MEDICAL-SERVICES--5789131/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Sharply-Lower-in-Tuesday-Trading-45749561/,-0.296,Negative
"HDFC Bank Limited, Q3 2024 Earnings Call, Jan 16, 2024",2024-01-16 06:00:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Transcript-HDFC-Bank-Limited-Q3-2024-Earnings-Call-Jan-16-2024-45749783/,-0.2263,Negative
India's HDFC Bank posts Q3 net profit of 163.73 billion rupees,2024-01-16 04:01:12,/quote/stock/HDFC-BANK-LIMITED-105516154/news/India-s-HDFC-Bank-posts-Q3-net-profit-of-163-73-billion-rupees-45746535/,0.4404,Positive
"HDFC Bank Limited Reports Earnings Results for the Third Quarter and Nine Months Ended December 31, 2023",2024-01-16 03:53:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-Reports-Earnings-Results-for-the-Third-Quarter-and-Nine-Months-Ended-December-31-45747629/,-0.2263,Negative
INDIA STOCKS-IT drags Indian shares after recent rally; HDFC Bank results eyed,2024-01-16 03:42:54,/quote/stock/HDFC-BANK-LIMITED-105516154/news/INDIA-STOCKS-IT-drags-Indian-shares-after-recent-rally-HDFC-Bank-results-eyed-45746449/,0.128,Positive
INDIA STOCKS-Indian shares muted ahead of key earnings; IT drops after recent rally,2024-01-16 10:00:34,/quote/index/NIFTY-50-9743680/news/INDIA-STOCKS-Indian-shares-muted-ahead-of-key-earnings-IT-drops-after-recent-rally-45743739/,0.296,Positive
India's Nifty 50 set to open little changed,2024-01-16 08:02:50,/quote/index/NIFTY-50-9743680/news/India-s-Nifty-50-set-to-open-little-changed-45743562/,0.4019,Positive
IT powers Indian shares to record highs for second straight session,2024-01-15 03:54:40,/quote/stock/WIPRO-LIMITED-6494362/news/IT-powers-Indian-shares-to-record-highs-for-second-straight-session-45739574/,0.4767,Positive
"HDFC Bank Limited announced that it has received $500 million in funding from MUFG Bank, Ltd.",2024-01-15 04:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-announced-that-it-has-received-500-million-in-funding-from-MUFG-Bank-Ltd-45743787/,-0.2263,Negative
India's HDFC Life posts Q3 profit rise on higher investment income,2024-01-12 03:52:10,/quote/stock/HDFC-LIFE-INSURANCE-COMPA-105516321/news/India-s-HDFC-Life-posts-Q3-profit-rise-on-higher-investment-income-45730830/,0.4404,Positive
Financial Stocks Help Asian Equities Traded in the US as American Depositary Receipts Nudge Higher in Wednesday Trading,2024-01-10 09:13:07,/quote/stock/VNET-GROUP-INC-7855123/news/Financial-Stocks-Help-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Nudge-Higher-i-45716077/,0.4019,Positive
Asian Equities Traded in the US as American Depositary Receipts Slump in Tuesday Trading,2024-01-09 09:04:06,/quote/stock/QUDIAN-INC-38166104/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Slump-in-Tuesday-Trading-45707100/,0.0,Neutral
Tech Stocks Lead Asian Equities Traded in the US as American Depositary Receipts Slightly Higher in Monday Trading,2024-01-08 09:14:06,/quote/stock/UXIN-LIMITED-44403618/news/Tech-Stocks-Lead-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Slightly-Higher-in-45693375/,0.0,Neutral
Tech Stocks Lead Asian Equities Traded in the US as American Depositary Receipts Higher in Friday Trading,2024-01-05 09:05:06,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Tech-Stocks-Lead-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Higher-in-Friday-Tr-45682363/,0.0,Neutral
Sical Logistics to Grant Corporate Guarantee to Step-Down Subsidiary,2024-01-05 02:29:05,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Sical-Logistics-to-Grant-Corporate-Guarantee-to-Step-Down-Subsidiary-45679710/,0.5423,Positive
Constant RBI intervention to keep rupee in tight range through 2024,2024-01-05 07:38:40,/quote/currency/EURO-US-DOLLAR-EUR-USD-4591/news/Constant-RBI-intervention-to-keep-rupee-in-tight-range-through-2024-45677835/,0.0,Neutral
Asian Equities Traded in the US as American Depositary Receipts Modestly Higher in Thursday Trading,2024-01-04 09:10:06,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Modestly-Higher-in-Thursday-Trading-45675159/,0.0,Neutral
India's digital currency transactions top 1 mln/day in Dec -sources,2024-01-04 01:59:09,/quote/stock/IDBI-BANK-LIMITED-9743068/news/India-s-digital-currency-transactions-top-1-mln-day-in-Dec-sources-45671558/,0.2023,Positive
Securities and Exchange Board of India Considers Settlement Application Made by HDFC Bank Limited,2023-12-29 04:33:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Securities-and-Exchange-Board-of-India-Considers-Settlement-Application-Made-by-HDFC-Bank-Limited-45649844/,0.0772,Positive
INDIA STOCKS-Financials drive Indian benchmarks to new record highs,2023-12-28 04:09:49,/quote/commodity/WTI-2355639/news/INDIA-STOCKS-Financials-drive-Indian-benchmarks-to-new-record-highs-45643900/,0.0,Neutral
Shree Rama Multi-Tech Obtains INR540 Million Credit Financing from HDFC Bank,2023-12-28 01:02:06,/quote/stock/SHREE-RAMA-MULTI-TECH-LIM-9743286/news/Shree-Rama-Multi-Tech-Obtains-INR540-Million-Credit-Financing-from-HDFC-Bank-45643082/,0.3818,Positive
"INDIA STOCKS-Metals, energy stocks power gains in Indian benchmarks",2023-12-26 03:52:44,/quote/commodity/WTI-2355639/news/INDIA-STOCKS-Metals-energy-stocks-power-gains-in-Indian-benchmarks-45633917/,0.5423,Positive
Asian Equities Traded in the US as American Depositary Receipts Edge Lower in Friday Trading,2023-12-22 09:16:05,/quote/stock/CANAAN-INC-76482411/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Edge-Lower-in-Friday-Trading-45626884/,-0.296,Negative
Asian Equities Traded in the US as American Depositary Receipts Rise in Thursday Trading,2023-12-21 09:30:09,/quote/stock/AMBRX-BIOPHARMA-INC-160440857/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Rise-in-Thursday-Trading-45619249/,0.0,Neutral
"Indian banks' liquidity deficit at near 8-yr high, traders eye repo rollover",2023-12-21 02:59:48,/news/latest/Indian-banks-liquidity-deficit-at-near-8-yr-high-traders-eye-repo-rollover-45615778/,-0.4019,Negative
Indian Equities Clock Sharp Losses on Wednesday Due to Widespread Selling,2023-12-20 04:18:09,/quote/index/SENSEX-BSE30-7426/news/Indian-Equities-Clock-Sharp-Losses-on-Wednesday-Due-to-Widespread-Selling-45607460/,-0.4019,Negative
HDFC Bank Raises INR74.25 Billion from Bond Sale,2023-12-20 02:18:05,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Raises-INR74-25-Billion-from-Bond-Sale-45606617/,0.0,Neutral
Indian firms' dollar debt issuance hit 14-yr low amid global yield pressures,2023-12-20 11:52:08,/quote/stock/ADANI-PORTS-SPECIAL-ECONO-9059803/news/Indian-firms-dollar-debt-issuance-hit-14-yr-low-amid-global-yield-pressures-45604666/,-0.7096,Negative
Indian lenders double fundraising via infrastructure bonds on capex push,2023-12-19 11:14:25,/quote/stock/CANARA-BANK-9059113/news/Indian-lenders-double-fundraising-via-infrastructure-bonds-on-capex-push-45595335/,0.0,Neutral
Asian Equities Traded in the US as American Depositary Receipts Open Week on Flat Note in Monday Trading,2023-12-18 09:26:08,/quote/stock/UXIN-LIMITED-44403618/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Open-Week-on-Flat-Note-in-Monday-Tra-45591691/,0.0,Neutral
"Asian Equities Traded in the US as American Depositary Receipts Ease in Friday Trading, Paring Weekly Gain",2023-12-15 08:56:07,/quote/stock/CONCORD-MEDICAL-SERVICES--5789131/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Ease-in-Friday-Trading-Paring-Weekl-45580502/,0.7096,Positive
Asian Equities Traded in the US as American Depositary Receipts Flat in Tuesday Trading,2023-12-12 08:45:06,/quote/stock/MOGU-INC-47401270/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Flat-in-Tuesday-Trading-45551976/,0.0,Neutral
India's Central Bank Approves Crunchfish's Offline Retail Payments Solution for Potential Adoption,2023-12-12 06:15:10,/quote/stock/CRUNCHFISH-AB-61747244/news/India-s-Central-Bank-Approves-Crunchfish-s-Offline-Retail-Payments-Solution-for-Potential-Adoption-45550310/,0.5423,Positive
"India cenbank aiming at multiple targets with simultaneous purchase, sale of dollars - bankers",2023-12-12 03:19:52,/quote/currency/INDIAN-RUPEE-US-DOLLAR-IN-2373570/news/India-cenbank-aiming-at-multiple-targets-with-simultaneous-purchase-sale-of-dollars-bankers-45548447/,0.0,Neutral
Tech Stocks Lead Asian Equities Traded in the US as American Depositary Receipts Lower in Monday Trading,2023-12-11 09:06:06,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Tech-Stocks-Lead-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Lower-in-Monday-Tra-45542959/,-0.296,Negative
Asian Equities Traded in the US as American Depositary Receipts Flat in Friday Trading,2023-12-08 09:10:11,/quote/stock/MOGU-INC-47401270/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Flat-in-Friday-Trading-45533053/,0.0,Neutral
Tata Motors Partners with HDFC Bank to Provide Digital Financing Solutions to Vehicle Buyers,2023-12-08 08:43:06,/quote/stock/TATA-MOTORS-LIMITED-46728680/news/Tata-Motors-Partners-with-HDFC-Bank-to-Provide-Digital-Financing-Solutions-to-Vehicle-Buyers-45527619/,0.1779,Positive
Asian Equities Traded in the US as American Depositary Receipts Trend Modestly Higher in Thursday Trading,2023-12-07 09:24:07,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Trend-Modestly-Higher-in-Thursday-Tr-45524200/,0.0,Neutral
HDFC Bank : Launches Star-Studded PayZapp Campaign,2023-12-07 04:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Launches-Star-Studded-PayZapp-Campaign-45540961/,0.0,Neutral
India cenbank likely conducted $600 mln-$800 mln USD/INR swaps on Tue - traders,2023-12-06 12:05:35,/quote/currency/US-DOLLAR-INDIAN-RUPEE-US-2364186/news/India-cenbank-likely-conducted-600-mln-800-mln-USD-INR-swaps-on-Tue-traders-45508828/,0.0,Neutral
Asian Equities Traded in the US as American Depositary Receipts Trend Lower Again in Tuesday Trading,2023-12-05 09:14:10,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Trend-Lower-Again-in-Tuesday-Trading-45504986/,-0.296,Negative
"INDIA STOCKS-Financials, energy stocks power record rally in India's Nifty, Sensex",2023-12-05 04:02:39,/news/latest/INDIA-STOCKS-Financials-energy-stocks-power-record-rally-in-India-s-Nifty-Sensex-45501608/,0.5859,Positive
"INDIA STOCKS-Financials, energy lead record rally in India's Nifty, Sensex",2023-12-05 09:53:25,/quote/index/SENSEX-BSE30-7426/news/INDIA-STOCKS-Financials-energy-lead-record-rally-in-India-s-Nifty-Sensex-45498548/,0.5859,Positive
Indian shares set to open at new record highs while global rally eases,2023-12-05 08:12:58,/quote/index/NIFTY-50-9743680/news/Indian-shares-set-to-open-at-new-record-highs-while-global-rally-eases-45498400/,0.5423,Positive
Asian Equities Traded in the US as American Depositary Receipts Open Week Sharply Lower in Monday Trading,2023-12-04 09:18:06,/quote/stock/CANAAN-INC-76482411/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Open-Week-Sharply-Lower-in-Monday-Tr-45495603/,-0.296,Negative
Reserve Bank of India Imposes Penalty on HDFC Bank Limited,2023-12-04 04:34:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Reserve-Bank-of-India-Imposes-Penalty-on-HDFC-Bank-Limited-45494179/,-0.6486,Negative
"INDIA STOCKS-India's Nifty, Sensex touch new highs on key wins for the BJP",2023-12-04 03:44:46,/news/latest/INDIA-STOCKS-India-s-Nifty-Sensex-touch-new-highs-on-key-wins-for-the-BJP-45491998/,0.7506,Positive
INDIA STOCKS-Indian shares hit fresh record highs on state election result boost,2023-12-04 09:53:14,/quote/index/SENSEX-BSE30-7426/news/INDIA-STOCKS-Indian-shares-hit-fresh-record-highs-on-state-election-result-boost-45490797/,0.7351,Positive
Asian Equities Traded in the US as American Depositary Receipts Trend Slightly Lower in Friday Trading,2023-12-01 09:17:06,/quote/stock/UXIN-LIMITED-44403618/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Trend-Slightly-Lower-in-Friday-Tradi-45484524/,-0.228,Negative
Indian economy grew faster than expected in July-Sept,2023-11-30 06:36:39,/news/latest/Indian-economy-grew-faster-than-expected-in-July-Sept-45473288/,0.0,Neutral
INSTANT VIEW-Indian economy grew faster than expected in July-Sept,2023-11-30 05:49:58,/news/latest/INSTANT-VIEW-Indian-economy-grew-faster-than-expected-in-July-Sept-45473289/,0.0,Neutral
Asian Equities Traded in the US as American Depositary Receipts Edge Higher in Wednesday Trading,2023-11-29 09:15:07,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Edge-Higher-in-Wednesday-Trading-45463977/,0.0,Neutral
"INDIA STOCKS-India's Nifty 50 reclaims 20,000 as blue-chips surge towards new highs",2023-11-29 04:05:59,/news/latest/INDIA-STOCKS-India-s-Nifty-50-reclaims-20-000-as-blue-chips-surge-towards-new-highs-45460468/,0.4019,Positive
"As global rates turn, banks in India and Indonesia set to win",2023-11-29 08:03:51,/quote/stock/MORGAN-STANLEY-13654/news/As-global-rates-turn-banks-in-India-and-Indonesia-set-to-win-45456525/,0.5859,Positive
HDFC Bank : Company Secretary - Form 6-K,2023-11-28 04:56:06,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Company-Secretary-Form-6-K-45450507/,0.0,Neutral
High staff churn in India's financial sector to persist in FY24- TeamLease exec,2023-11-28 03:37:37,/quote/stock/AXIS-BANK-LIMITED-46730206/news/High-staff-churn-in-India-s-financial-sector-to-persist-in-FY24-TeamLease-exec-45449675/,0.0,Neutral
Asian Equities Traded in the US as American Depositary Receipts Open Week Lower in Monday Trading,2023-11-27 09:06:09,/quote/stock/UXIN-LIMITED-44403618/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Open-Week-Lower-in-Monday-Trading-45443678/,-0.296,Negative
HDFC Bank Limited's Board Approves Appointment of Dr. Harsh Kumar Bhanwala as an Additional Independent Director,2023-11-27 09:06:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-s-Board-Approves-Appointment-of-Dr-Harsh-Kumar-Bhanwala-as-an-Additional-Independ-45441495/,-0.0516,Negative
Financial Stocks Lead Asian Equities Traded in the US as American Depositary Receipts Higher in Friday Trading,2023-11-24 09:09:05,/quote/stock/AMBER-INTERNATIONAL-HOLDI-39027941/news/Financial-Stocks-Lead-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Higher-in-Frid-45434763/,0.0,Neutral
Hdfc Bank Limited Announces Appointment of V. Srinivasa Rangan as Executive Director,2023-11-24 09:29:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Hdfc-Bank-Limited-Announces-Appointment-of-V-Srinivasa-Rangan-as-Executive-Director-45430182/,-0.2263,Negative
Tech Stocks Weigh Down Asian Equities Traded in the US as American Depositary Receipts in Tuesday Trading,2023-11-21 09:07:06,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Tech-Stocks-Weigh-Down-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-in-Tuesday-Tr-45409239/,0.0,Neutral
HDFC Bank : was adjudged ‘Best Private Bank for Education and Training of Private Bankers (Asia) and Private Bank for Growth Strategy (Asia)' at the Global Private Banking Awards 2023,2023-11-21 04:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-was-adjudged-Best-Private-Bank-for-Education-and-Training-of-Private-Bankers-Asia-a-45434436/,0.6808,Positive
Asian Equities Traded in the US as American Depositary Receipts Open Week Modestly Higher in Monday Trading,2023-11-20 09:15:07,/quote/stock/JIAYIN-GROUP-INC-58195448/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Open-Week-Modestly-Higher-in-Monday-45399514/,0.0,Neutral
Indian lenders slide after cenbank tightens consumer lending rules,2023-11-17 09:24:48,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Indian-lenders-slide-after-cenbank-tightens-consumer-lending-rules-45379609/,0.0,Neutral
India's record merchandise trade deficit in Oct likely to be a one-off - analysts,2023-11-16 11:05:13,/quote/commodity/WTI-2355639/news/India-s-record-merchandise-trade-deficit-in-Oct-likely-to-be-a-one-off-analysts-45368023/,-0.4019,Negative
Asian Equities Traded in the US as American Depositary Receipts Surge Higher in Tuesday Trading,2023-11-14 09:14:05,/quote/stock/DOUYU-INTERNATIONAL-HOLDI-61871276/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Surge-Higher-in-Tuesday-Trading-45350228/,0.0,Neutral
India's retail inflation eases to 4.87% in October,2023-11-13 05:57:08,/news/latest/India-s-retail-inflation-eases-to-4-87-in-October-45310872/,0.3182,Positive
Tech Stocks Lead Asian Equities Traded in the US as American Depositary Receipts Higher in Friday Trading,2023-11-10 09:09:09,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Tech-Stocks-Lead-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Higher-in-Friday-Tr-45300549/,0.0,Neutral
Telecoms Firms Lead Asian Equities Traded in the US as American Depositary Receipts Lower in Wednesday Trading,2023-11-08 09:05:08,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Telecoms-Firms-Lead-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Lower-in-Wednesd-45275019/,-0.296,Negative
Indian insurers to lead bids for Reliance Industries' mega bond issue - bankers,2023-11-08 03:54:17,/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/Indian-insurers-to-lead-bids-for-Reliance-Industries-mega-bond-issue-bankers-45269890/,0.0,Neutral
Protean eGov Technologies Limited has completed an IPO in the amount of INR 4.899508 billion.,2023-11-08 10:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Protean-eGov-Technologies-Limited-has-completed-an-IPO-in-the-amount-of-INR-4-899508-billion-45306118/,-0.2263,Negative
Financial Stocks Pull Asian Equities Traded in the US as American Depositary Receipts Lower in Tuesday Trading,2023-11-07 09:21:06,/quote/stock/MOGU-INC-47401270/news/Financial-Stocks-Pull-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Lower-in-Tuesd-45262162/,-0.296,Negative
Financial Firms Lead Asian Equities Traded in the US as American Depositary Receipts Lower in Monday Trading,2023-11-06 09:19:08,/quote/stock/ZAI-LAB-LIMITED-37797983/news/Financial-Firms-Lead-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Lower-in-Monday-45250658/,-0.296,Negative
HDFC Bank : Company Secretary - Form 6-K,2023-11-02 03:37:14,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Company-Secretary-Form-6-K-45221100/,0.0,Neutral
HDFC Bank Limited Announces Executive Changes,2023-11-01 07:06:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-Announces-Executive-Changes-45212207/,-0.2263,Negative
Hdfc Bank Limited Announces Appointment of Chief of Internal Vigilance Changes,2023-11-01 05:01:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Hdfc-Bank-Limited-Announces-Appointment-of-Chief-of-Internal-Vigilance-Changes-45223279/,-0.2263,Negative
"Asian Equities Traded in the US as American Depositary Receipts Ease in Tuesday Trading, Drop 3.3% in October",2023-10-31 08:06:08,/quote/stock/JINKOSOLAR-HOLDING-CO-LTD-5949045/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Ease-in-Tuesday-Trading-Drop-3-3-i-45200016/,0.1027,Positive
"Biotech, Solar Stocks Lead Asian Equities Traded in the US as American Depositary Receipts Higher in Monday Trading",2023-10-30 08:15:07,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Biotech-Solar-Stocks-Lead-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Higher-in-45186932/,0.0,Neutral
Asian Equities Traded in the US as American Depositary Receipts Edge Higher Friday,2023-10-27 08:17:06,/quote/stock/VNET-GROUP-INC-7855123/news/Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Edge-Higher-Friday-45174315/,0.0,Neutral
India's SBI Card marginally misses Q2 profit view as finance costs weigh,2023-10-27 07:35:04,/quote/stock/HDFC-BANK-LIMITED-105516154/news/India-s-SBI-Card-marginally-misses-Q2-profit-view-as-finance-costs-weigh-45173429/,0.2568,Positive
Indian banks offer incentives to lift digital currency transactions - sources,2023-10-27 10:28:32,/quote/stock/BANK-OF-INDIA-LIMITED-9743081/news/Indian-banks-offer-incentives-to-lift-digital-currency-transactions-sources-45167982/,0.3182,Positive
"Tech, Pharma Stocks Lead Asian Equities Traded in the US as American Depositary Receipts Lower in Thursday Trading",2023-10-26 08:15:08,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Tech-Pharma-Stocks-Lead-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Lower-in-Th-45161591/,-0.296,Negative
India's IRM Energy slides 11% in debut trade at over $200 million valuation,2023-10-26 11:14:56,/news/latest/India-s-IRM-Energy-slides-11-in-debut-trade-at-over-200-million-valuation-45154303/,0.2732,Positive
Tech Stocks Lead Asian Equities Traded in the US as American Depositary Receipts Lower in Friday Trading,2023-10-20 08:02:06,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Tech-Stocks-Lead-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Lower-in-Friday-Tra-45115174/,-0.296,Negative
India's IndusInd Bank shares climb as margins hold firm,2023-10-19 03:18:05,/quote/stock/INDUSLND-BANK-LIMITED-9059225/news/India-s-IndusInd-Bank-shares-climb-as-margins-hold-firm-45101066/,0.296,Positive
"Tech, Telecom Stocks Lead Asian Equities Traded in the US as American Depositary Receipts Lower Wednesday",2023-10-18 08:08:06,/quote/stock/SECOO-HOLDING-LIMITED-37839065/news/Tech-Telecom-Stocks-Lead-Asian-Equities-Traded-in-the-US-as-American-Depositary-Receipts-Lower-Wedn-45093451/,-0.296,Negative
"Nomura Adjusts HDFC Bank's Price Target to INR1,750 From INR1,800, Keeps at Neutral",2023-10-18 03:31:05,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Nomura-Adjusts-HDFC-Bank-s-Price-Target-to-INR1-750-From-INR1-800-Keeps-at-Neutral-45089925/,0.0,Neutral
Large Indian banks preparing for maturity of cenbank's $5 billion fx swap,2023-10-18 12:45:14,/quote/stock/FIRST-BANK-14931231/news/Large-Indian-banks-preparing-for-maturity-of-cenbank-s-5-billion-fx-swap-45088663/,0.0,Neutral
