Text,Date,label
The Sebi on Tuesday night imposed a penalty of ₹3 crore on BSE and ₹2 crore on NSE for supposed lax approach in detecting the misuse of client securities by Karvy Stock Broking,12-04-2022,Negative
"The upcoming Volkswagen Virtus sedan will be launched in India on June 9. It replaces the Vento and rivals the Skoda Slavia, Honda City, Hyundai Verna and Maruti Suzuki Ciaz.",12-04-2022,Neutral
Petrol Rs 119.96 (,12-04-2022,Neutral
Infosys Ltd reported a weaker-than-expected profit in the fourth quarter as India’s No.2 software services exporter struggled to keep a lid on employee-related costs.  The news came just days after larger rival Tata Consultancy Services (TCS) also missed quarterly profit estimates as it spent more money to hire and retain employees.,13-04-2022,Negative
Facebook parent Meta Platforms will charge creators around 47.5% on sales of digital assets and experiences made inside the company's virtual reality platform Horizon Worlds.,13-04-2022,Neutral
The Toyota Urban Cruiser has achieved 4-star adult occupancy safety rating in the latest crash test by Global NCAP.,13-04-2022,Positive
"Influencer David Gokhshtein believes that Shiba Inu has potential to reach $0.001, but there's a catch",13-04-2022,Neutral
The National Payments Corporation of India has given approval to WhatsApp to extend its payments service to 100 million users in the South Asian market.,13-04-2022,Neutral
"Before the official price announcement tomorrow, a report from Rushlane gives out all the details on the car.",13-04-2022,Neutral
"The LIC IPO has drawn significant interest from local and overseas investors, with at least 12 top fund managers committing to bring in around ₹18,000 crore as anchor investors, two people directly aware of the development said",13-04-2022,Neutral
"In a stunning twist, the U.S. government has found out that North Korea was behind the Robin hack",14-04-2022,Neutral
"Amazon could potentially start selling non-fungible tokens, but it has no plans to explore cryptocurrencies for now, according to CEO Andy Jassy",14-04-2022,Neutral
"Even though the popularity of cryptocurrencies is growing each day, not all companies are ready to take the crypto plunge just yet.",14-04-2022,Neutral
"The bank’s decision in all likelihood will bring to a halt the asset sale deal between Future-Group and Reliance Industries Ltd, worth Rs24, 713 crores, signed in August 2020",14-04-2022,Neutral
RIL is in early stages of exploring the feasibility of an offer for the Boots chain. Boots could be valued at as much as £7 billion ($9.1 billion) in a sale,14-04-2022,Neutral
Maruti Suzuki's WagonR EV has been spotted once again on our Indian roads. The manufacturer has shelved the plans for the electric hatchback. They might be doing some component testing with the WagonR EV.,14-04-2022,Neutral
"Companies such as TCS, Infosys, Wipro, and Cognizant have seen record churn among their ranks",14-04-2022,Negative
"WhatsApp has been allowed to add 60 million users to its UPI-based payments service WhatsApp Pay. What does this mean for the company, and other players in the UPI ecosystem? What has been WhatsApp Pay’s journey in India?",14-04-2022,Neutral
"Bitgert ecosystem is also growing rapidly, and that's why the crypto community says it might surpass Solana marketcap with this growth. Here is more about the Bitgert ecosystem's exponential growth:",14-04-2022,Positive
"Dogecoin (DOGE), surged over 5% in just a few minutes on Thursday, after ""dogefather"" Elon Musk offered to buy Twitter for $43 billion.",14-04-2022,Positive
Can the coins from the top 10 list grow after the recent correction?,15-04-2022,Positive
RBI  looks  to  allow  use  of  UPI  to  make  cardless  withdrawals more  accessible,15-04-2022,Neutral
We have featured several used and well-kept examples of luxury cars on our website and here we have another set of well maintained used Mercedes-Benz and BMW luxury cars.,15-04-2022,Positive
The U.S. Securities and Exchange Commission says that it may seek additional discovery if Ripple decides to assert additional defenses,15-04-2022,Neutral
Russia's Ministry of Finance is working on draft regulations that will legalize crypto as a payment method.,15-04-2022,Neutral
"The crypto market has seen some major setbacks in recent weeks, and the firstborn crypto has not been spared. BTC has been hit by the pangs of a dwindling",15-04-2022,Negative
"A senior government official said that due diligence is currently on, and the process of selecting a winner would be based on the financial bids",15-04-2022,Neutral
"On Thursday, CEO of Robinhood Vladimir Tenev spoke about dogecoin being the future currency of the internet on Twitter.",15-04-2022,Neutral
The hybrid version of the City sedan will be produced in India,15-04-2022,Neutral
"Three prominent figures in the crypto world say that popular meme token Dogecoin (DOGE) could become ""the people’s currency"" under the right circumstances.",15-04-2022,Neutral
Here’s why you should consider the 2022 Maruti Suzuki Ertiga,16-04-2022,Neutral
"Renault claims that the EV hatchback can achieve the same 190 km range in just 40 minutes at a fast-charging station, and it will take 2 hours and 50 minutes for the Renault Kwid E-Tech to leave the 15% to the 80% state of charge while using a 7 kW Wallbox charger.",16-04-2022,Neutral
"According to a report by Kommersant, the bill which is titled “On Digital Currency” contains a detailed regulatory framework on the",16-04-2022,Neutral
"Mahindra Holidays plan to subscribe additional 4,88,321 equity shares of Rocksport in three installments for a total cash consideration of Rs12 crore.",16-04-2022,Neutral
"The famous author of the best-selling book Rich Dad Poor Dad, Robert Kiyosaki, says that hyperinflation and depression are here. He also warned that the biggest bubble burst is coming, advising investors to buy gold, silver, and bitcoin.",16-04-2022,Negative
"Despite Shiba Inu (SHIB) being listed on Robinhood, the price failed to break the key resistance.",16-04-2022,Negative
"The platform had listed the presence of hazardous objects in food, serving non-vegetarian food instead of vegetarian, delivering the wrong type of meat, and rotten food as examples of severe food quality issues.",16-04-2022,Neutral
"As per HDFC Bank, Karnad brings with her rich experience and knowledge of the mortgage sector, having been associated with the real estate and mortgage industry in India for over 40 years.",16-04-2022,Positive
"Shiba Inu (SHIB) remains top holding among top 1,000 ETH whales",16-04-2022,Neutral
Mahindra & Mahindra has implemented a price hike over its range of passenger vehicles available in India. The price hike has been implemented from April 14.,16-04-2022,Neutral
"In an interview, Maruti Suzuki MD Hisashi Takeuchi spoke about the company’s EV strategy and how it plans to regain its 50% market share with new SUV launches",17-04-2022,Neutral
"Consumer Price Index (CPI) inflation, or retail inflation, which peaked at 6.95% in March 2022, is well above the Reserve Bank of India’s (RBI’s) inflation target of 4% (+/- 2%). Mint analyses the impact on the economy, the salaried class, and investors:",17-04-2022,Neutral
"David Tsoi headed obscure tech companies, had People’s Bank of China, Shanghai Exchange as main clients apart from India’s NSE and NSDL",17-04-2022,Neutral
Popular Tollywood actor Mahesh Babu has bought a new Audi E-tron for himself. The actor shared a picture on Instagram about it.,17-04-2022,Neutral
Benchmarks Sensex and Nifty 50 witnessed a volatile last session tracking global cues that factored in higher levels of inflation which dampened sentiments.,17-04-2022,Negative
"We have off-road videos where Mahindra Thar and other SUVs have failed. In such cases, either the terrain is too tough or the driver is not that experienced. Here we have a video where vlogger gets a Mahindra Thar stuck on a pile of gravel in the middle of the road that was currently under construction.",17-04-2022,Negative
The chairman of the chemicals-to-shipping Sanmar Group passed away on Sunday,17-04-2022,Neutral
"Gupta is largely consistent with her equity holding, which she has been maintaining in the 65-70% range",17-04-2022,Neutral
"Shiba Inu gains more traction among whales, but it is still not enough for another rally",17-04-2022,Positive
"Russia’s invasion of Ukraine has fuelled high prices. What can the government do to cool it?.The overall tax revenues of the central government have gone up in FY 22— almost ₹5 trillion above the budget estimate. Therefore, there is scope for a further cut in excise duties",17-04-2022,Positive
One reason for the optimism on the NTPC stock is that the Street hopes the company will fetch higher valuations for its renewable energy assets.,18-04-2022,Positive
"Most sectors of the economy are reaching or have exceeded pre-pandemic levels. Bank credit has gathered pace and the job market is gathering steam, says RBI Bulletin",18-04-2022,Positive
"New Delhi, April 18 (SocialNews.XYZ) Shares of Tata Group tanked sharply on Monday after the company announced its subsidiary Tata Power Renewables had raised Rs 4,000 crore from the BlackRock Real Assets-led consortium, including Mubadala... - Social News XYZ",18-04-2022,Neutral
Trend reversal with CPI inflation converging towards WPI inflation worries policymakers,18-04-2022,Negative
Education focused lending platform Financepeer has raised $37.8 million or Rs 288.5 crore in a Series B round led by QED Fund.,18-04-2022,Neutral
"The penalty has been imposed in exercise of powers vested in RBI under Section 30 of the Payment and Settlement Systems Act, 2007, it said in a statement.",18-04-2022,Neutral
The BMW X4 Silver Shadow Edition has been launched in India. It is priced at Rs 71.90 lakh and goes up to Rs 73.90 lakh.,18-04-2022,Neutral
The Kia Sonet CNG has been spotted recently during its test in India and we are quite excited about the launch of the car.,18-04-2022,Positive
Domestic retail investors have been net buyers even as Foreign Portfolio Investors have been net sellers. What explains this difference in investing behaviour? And is it about to change?,18-04-2022,Neutral
"EMIs are likely to get costlier as the State Bank of India, India’s largest bank has hiked lending rates by 10 basis points at 0.1 percent across all loan tenors. The hike has come into effect from April 15. EMIs are going to go up for all kinds of loans whether it be home loan, vehicle loan, personal loan or any other loans.",18-04-2022,Neutral
"Growth projections for world, most major economies downgraded from Fund’s January forecasts",19-04-2022,Negative
Kitco News' general-interest stories takes a look at what is making headlines in the marketplace and how that is impacting precious metals prices,19-04-2022,Neutral
HDFC Bank’s board approved 10 crore RSUs at ₹1 each for mid- to junior-level employees,19-04-2022,Neutral
Tata Steel signs agreement with Thiess for mine technical services | Jamshedpur News | The Avenue Mail,19-04-2022,Neutral
"Robinhood, a popular stock and crypto trading app, has agreed to purchase London-headquartered crypto firm Ziglu. The acquisition comes",19-04-2022,Neutral
"Fund cites impact of oil prices on consumer demand, private investments.With import bills rising due to high commodity prices, IMF estimates India’s current account deficit to widen to 3.1% in FY23",19-04-2022,Neutral
2023 Yamaha Crosser 150 adventure motorcycle has been officially launched in the market of Brazil.,19-04-2022,Neutral
"Following recent losses, BTC rallied on Tuesday, as bulls appeared to have returned to cryptocurrency markets.",19-04-2022,Negative
The fourth quarter of FY22 has been a busy period for Jhunjhunwala who has made significant gains in his portfolio.,19-04-2022,Positive
"Jack Dorsey claims if developers are building on Ethereum they have “at least one, if not many, single points of failure.”",19-04-2022,Neutral
The updates in the Royal Enfield Meteor are limited to the new colour options.,20-04-2022,Neutral
"Maruti Suzuki will be launching the XL6 Facelift on the 21st of April. They are already accepting bookings for a token amount of Rs. 11,000. The MPV will get some cosmetic changes, mechanical changes as well as feature additions.",20-04-2022,Neutral
"Infosys, facing record high attrition, said its non-compete clause is a standard business practice",20-04-2022,Neutral
"Earlier, Indian software behemoth Infosys Ltd moved out of business with Russia on April 13.",20-04-2022,Neutral
"All of the company's steel manufacturing sites in India, the UK and the Netherlands have sourced alternative supplies of raw materials to end its dependence on Russia, Tata Steel said.",20-04-2022,Neutral
"""Tata Steel does not have any operations or employees in Russia. We have taken a conscious decision to stop doing business with Russia,"" the company said in a statement.",20-04-2022,Neutral
"It is standard business practice for employment contracts to include controls of reasonable scope and duration to protect confidentiality of information, says Infosys",20-04-2022,Neutral
World no.2 crypto exchange Coinbase on Wednesday said it had launched a beta version of its widely anticipated NFT trading platform.,20-04-2022,Neutral
Delaying the IPO beyond 12 May will mean that Centre will have to include LIC’s Dec quarter financials and refile the prospectus,20-04-2022,Neutral
"Last week, Musk announced an offer to buy the social media company for $54.20 per share, or about $43 billion. At the time, he did say how he would finance the acquisition.",21-04-2022,Neutral
"Honda Motorcycle & Scooter India on Thursday revealed plans to foray into alternative fuel-based vehicles, electric mobility and battery-swapping infrastructure.",21-04-2022,Neutral
"According to officials, Elon Musk secured $46.5 billion in funding for Twitter bid and is considering a tender offer for its shares.",21-04-2022,Neutral
"Toyota sells the Camry in India which comes with a proper hybrid system. Now, the Japanese manufacturer has released two new videos to promote the hybrid technology in India.",21-04-2022,Neutral
"Together, the couple now holds a 2.12% stake in Indian Hotels as of March 2022, which is lower compared to the 2.16% held in Q3FY22.",21-04-2022,Neutral
"Snap released its first quarter financial results for 2022 today, affirming that it’s growing faster than its fellow U.S.-based competitors Facebook (now Meta) and Twitter. Meta reported its first loss in daily active users (DAUs) last quarter, while Twitter’s monetizable DAUs grew by 2% in the U.S. and 15% internationally. Snap, parent company to Snapchat, […]",21-04-2022,Positive
"Streaming service CNN Plus will shut down less than a month after WarnerMedia launched it on March 29, 2022.",21-04-2022,Neutral
"Tesla CEO Elon Musk says he has lined up $46.5 billion in financing to buy Twitter and is planning to start a tender offer for its shares, a filing with the US regulators showed",21-04-2022,Neutral
Seventy per cent of India’s power demand is met by coal-fired power plants.,21-04-2022,Neutral
"Bill Ackman's Pershing Square sold its 3.1 million Netflix shares, resulting in about a $400 million loss on the investment.",21-04-2022,Negative
Data from on-chain analytics firm CryptoQuant has revealed a steep drop in the number of BTC exchange flow addresses.,22-04-2022,Negative
Twitter will be the first company to test this option by paying earnings via crypto to content creators who use its monetization products.,22-04-2022,Neutral
"As per the latest shareholding pattern, in Q4FY22, Jhunjhunwala's holding in Indiabulls Housing Finance increased by 0.2% to 60 lakh equity shares or 1.28%. In Q3FY22, the investor held 50 lakh equity shares or 1.08% of the company.",22-04-2022,Neutral
"The upcoming midsize SUV from Toyota, codenamed D22, will be the first midsize mass-market SUV in India to feature a strong hybrid technology.",22-04-2022,Positive
"Industry insiders say fresher salaries are to rise by at least 15% and, in some cases, by 60%",22-04-2022,Neutral
"Vaibhav Sisinty, a Bengaluru-based CEO and Founder of GrowthSchool on Thursday tweeted saying, ‘Elon Musk was not the founder of Tesla. He acquired it.’",22-04-2022,Neutral
"He found success as an entrepreneur in Silicon Valley shortly after arriving there in 1978, then represented his fellow alumni from the Indian Institutes of Technology.",22-04-2022,Positive
"This action is based on the deficiencies in regulatory compliance and is not intended to pronounce upon the validity of any transaction or agreement entered into by the bank with its customers, RBI said in a statement.",22-04-2022,Neutral
"Bulls or Bears? Wall Street vs. Main Street puts together leading analysts and regular metals investors to find out where they think gold is headed next week. Picked up and quoted by other leading news organizations, this feature has become a cornerstone for the industry and an indicative benchmark.",22-04-2022,Positive
"Pawan Hans Privatisation: The government is expected to raise Rs 300-350 crore from the privatisation of Pawan Hans. Interestingly, this is the government’s fifth attempt to privatise the company.",22-04-2022,Neutral
"According to the team, SHIB burners generate passive income in the form of RYOSHI rewards by holding on to a new token called burntSHIB.",23-04-2022,Neutral
XRP investors hoping for a quicker resolution of the SEC v. Ripple courtroom saga will have to wait a little longer than they would like.,23-04-2022,Negative
"In DC modified versions of Innova, the cabin of the car is completely transformed into a lounge. Some of these DC modified Toyota Innova MPVs are available for sale in used car market and here we have one such modified Toyota Innova for sale.",23-04-2022,Neutral
"SBI which is also one of the largest lenders in the country, hiked its MCLR by 10 basis points for the first time in three years since 2019, while lenders like Bank of Baroda, Axis Bank, and Kotak Bank made 5 basis points hike in the benchmark lending rates.",23-04-2022,Neutral
"Ethereum whales have once again showcased their loyalty towards their favorite puppy, Shiba Inu. At press time...",23-04-2022,Neutral
The State of New York is once again on the cusp of banning crypto mining activities of proof-of-work networks such as Bitcoin and Ethereum. Members of the New,23-04-2022,Neutral
"According to Dogecoin developer Michi Lumin, a DOGE transaction was sent via radio using a protocol called “Radio Doge.”",23-04-2022,Neutral
"As part of its plan to increase the fresher base, HCL is even talking to the educational institutions where they are selecting these kids and asking the educational institutions to make it a part of the curriculum so that they complete these and join at Rs 6 lakh per annum.",23-04-2022,Neutral
"LIC Board approved minimum 3.5% stake dilution via IPO, upward limit of 5% possible depending on market conditions",23-04-2022,Neutral
Bitcoin and Ethereum look poised to rebound in the short-term while the long-term outlook remains to be seen.,23-04-2022,Positive
"The car could not see the plane, it seems!",24-04-2022,Neutral
"The rejection of the merger deal will not impact the independent contractual lease agreements, say legal experts",24-04-2022,Neutral
"Škoda Auto Volkswagen India has now ramped up the production at its plant at Chakan, near Pune.",24-04-2022,Neutral
Shiba Inu are now able to earn passive income by destroying SHIB tokens with the help of the new burn portal,24-04-2022,Neutral
A new media report has suggested that the manufacturing of this upcoming codeveloped SUV for both the brands will be done by Toyota alone.,24-04-2022,Neutral
We have seen several videos and advertisements of such used luxury cars and many of them have been featured on our website as well. Here we have a video where three well-kept Audi luxury sedans are available for sale.,24-04-2022,Neutral
"Shiba Inu is no longer the biggest holding among Ethereum whales, but it may not be for long",24-04-2022,Neutral
"The Reserve Bank of India (RBI) has released new rules related to credit cards, which will be implemented from 1 July 2022.",24-04-2022,Neutral
Shiba Inu had picked up momentum just a week back when it soared by 35% following the news of the Robinhood listing.,24-04-2022,Positive
Proceeds from stake sale in insurer may set tone for disinvestments of other government assets,24-04-2022,Neutral
Akasa Air had got the no-objection certificate (NOC) from the ministry in the first half of August 2021 to launch commercial flight operations,25-04-2022,Neutral
"Anand Mahindra takes Tesla CEO Elon Musk ‘back to the future,’  as he shares an image of ‘original Tesla vehicle’ from Indian history on Twitter.",25-04-2022,Neutral
"There are now only four people on the planet richer than Adani, according to Forbes' real-time billionaire tracker. | Latest News India",25-04-2022,Neutral
ICICI Bank has bridged the valuation gap faster than expected due to its strong core performance,25-04-2022,Positive
"A well-kept used luxury sedan or an SUV is normally available for less than half of its original price. This happens because the depreciation on luxury cars happens faster when compared to a normal car. Here we have a video where luxury cars and SUV from Audi, BMW and Jaguar are available for sale.",25-04-2022,Neutral
"The abrupt ban on palm oil exports by Indonesia, its biggest exporter, is expected to rock household economics globally. Palm oil is among the world’s most-used cooking oils, and India’s dependence on Indonesia is expected to deal a supply-side shock. Mint takes a look:",25-04-2022,Neutral
"The fate of Future Retail lies entangled in a legal quagmire as banks are set to fight it out in the insolvency tribunal amid a pending arbitration in Singapore, a case in the Supreme Court and another pending in the debt recovery tribunal",25-04-2022,Neutral
To commence deliveries in phases and will complete the deployment by next year,25-04-2022,Neutral
70 per cent of secured creditors had rejected the Reliance-Future Retail deal last week,25-04-2022,Neutral
The AY would come after the upcoming Kia EV6,25-04-2022,Neutral
Labour Ministry says a substantial portion of the said population is either pursuing education or engaged in unpaid activities,26-04-2022,Neutral
Retail investors stake jumps to 14 year high,26-04-2022,Positive
Musk and Twitter arrived at an agreement which will see the Tesla CEO and world's richest person buy the platform in a deal worth $44 billion.  | World News,26-04-2022,Neutral
"Adani, JSW, UltraTech are in contention for Swiss firm’s India assets",26-04-2022,Neutral
"Though Dogecoin (DOGE) wasn’t designed with much of a use case besides poking fun at the mushrooming of cryptocurrencies, it has gone on to",26-04-2022,Neutral
"Gadkari made the remarks while speaking at a private event in Delhi answering a question on Tesla's concerns on ""high duties"" in India. | Latest News India",26-04-2022,Neutral
"Growth-oriented sectors such as technology, communication services and consumer discretionary tumbled between 2.8% and 4.1%, the biggest losers among the 11 major S&P 500 sectors",26-04-2022,Negative
Senior Technical Analyst Jim Wyckoff prepares investors with an overview of how the markets opened and closed. What moved metal prices? How do the technicals look? By looking at important developments,26-04-2022,Neutral
Suzuki Swift Sport has been spotted quite a few times in India. The sporty hatchback has been spotted once again. This time it was spotted at Mumbai airport.,26-04-2022,Neutral
"According to an internal email marked to the CEOs of Vistara, Air Asia, Air India Express, Air India SATS and the department heads of Air India, plans are afoot to move all entities together into a complex in Gurugram in a phased manner.",26-04-2022,Neutral
Popular Dogecoin (DOGE) supporters are all for welcoming more use cases for the meme coin. This was made apparent in a recent exchange,27-04-2022,Neutral
"Bodhi Tree Systems is leading a fund raise with a consortium of investors to invest ₹13,500 crore in Viacom18, to jointly build India’s leading entertainment platform .",27-04-2022,Neutral
Finance minister Nirmala Sitharaman said blockchain could be used for money laundering or terror financing activities,27-04-2022,Neutral
"The Reserve Bank of India (RBI) has released directions on issuing credit and debit cards, aiming to empower card users and check misconduct of issuers. Mint examines the key points and their implications:",27-04-2022,Neutral
"Truth Social is already topping the Apple App store chart in the US, as Musk highlighted on Wednesday. Elon Musk believes that Truth Social exists because of Twitter.",27-04-2022,Neutral
"The joint bid for Walgreens Boots Alliance's UK-based business, if successful, would see Boots expand its presence into India, Southeast Asia and the Middle East",27-04-2022,Positive
A sharp rise in dollar index has weighed on gold rates,27-04-2022,Negative
"Investors will track the progress on the digital transformation journey closely. Also, movement in NIM will be key",27-04-2022,Neutral
"On the second day of the subscription period on Wednesday, the initial public offering of athleisure footwear business Campus Activewear was subscribed 3.21 times, as per PTI. Get more Companies News and Business News on Zee Business.",27-04-2022,Neutral
A survey by trading platform Bitstamp shows that 80% of institutional investors believe crypto will overtake traditional investment vehicles.,27-04-2022,Neutral
Maruti Suzuki is expected to launch the sport version of its popular hatchback Maruti Swift in India and the car was seen during testing.,28-04-2022,Neutral
"Netflix has laid off 10 employees from its editorial divison, the fan website Tudum, following a decline in subscribership with the streamer.",28-04-2022,Negative
"FCC Commissioner Brendan Carr said that it has zero authority to block the Elon Musk - Twitter deal, as demanded by Open Markets Institute | OpIndia News",28-04-2022,Neutral
"Mark-to-market rules require companies to use the market values of financial assets, including bonds and stocks, they own and make appropriate entries in their income statements as prices fluctuate, even if they have no immediate plans to sell the assets",28-04-2022,Neutral
"Swift Sport India, car news, upcoming car news, Maruti cars, google news, Hyundai N-Line, Upcoming Maruti cars, Maruti cars 2022",28-04-2022,Neutral
"Plans afoot for spectrum auction in June, says Telecom Minister",28-04-2022,Neutral
The insurer said Irdai regulations on payments limit its ability to incentivize intermediaries,28-04-2022,Negative
The launch of the platform comes after India's antitrust body on Thursday raided domestic sellers of Amazon and some of Walmart's Flipkart following accusations of competition law violations,28-04-2022,Neutral
"Viacom18 Media Pvt., Ambani’s local joint venture with Paramount Global, is set to receive 135 billion rupees ($1.8 billion) in a funding round led by James Murdoch-backed Bodhi Tree Systems",28-04-2022,Neutral
Goldman Sachs has extended its cryptocurrency push by offering a Bitcoin-backed loan,28-04-2022,Neutral
"""Some investors may be hoping for May flowers after these April showers, but historical tendencies suggest bulls should remain vigilant,"" an analyst said.",29-04-2022,Neutral
Steel-to-salt conglomerate Tata Group is evaluating plans to enter the chip-making business to cut its reliance on imports. The news came at a time when a global semiconductor shortage has hurt the production of everything from cars to computers. “Manufacturing semiconductors is a space we are looking at. We have already gotten into precision manufacturing and related assembly,29-04-2022,Negative
Centre has ordered probe after many incidents of batteries catching fire,29-04-2022,Neutral
"Pundits in recent times have speculated that countries will soon adopt Bitcoin as a reserve currency. However, speaking at a meeting",29-04-2022,Neutral
"The volume of Bitcoin on cryptocurrency exchanges has dropped to a 44-month low, signaling a possible price movement in the near term.",29-04-2022,Negative
To expand products line,29-04-2022,Positive
"Acknowledging that India was among the worst-hit in the world during the pandemic, the Reserve Bank of India (RBI), on Friday, in its latest report, said, the Indian economy is expected to overcome Covid-19 losses by financial year 2034-35 (FY35)",29-04-2022,Negative
Proposals for setting up such projects started coming in after the government announced the Semicon India Program in December to establish the country as a global electronics and semiconductor hub,29-04-2022,Neutral
"According to Counterpoint Research, Honor now sits at Huawei's former position of the Chinese smartphone market.",29-04-2022,Neutral
Welly says that the Shiba Inu community will have a stake in its business,29-04-2022,Neutral
"The Swiss National Bank (SNB) is reportedly against using Bitcoin (BTC) as a reserve currency right now, but it is prepared to purchase the crypto asset if that changes, according to its top official.",30-04-2022,Neutral
Lawmakers of Panama National Assembly passed a bill to enact regulations for the commercialization and use of cryptocurrency in the republic.,30-04-2022,Neutral
"The Bitgert (BRISE) fast growth has been the most discussed thing in the crypto industry. The Bitgert team is building the most powerful crypto ecosystem, which will be one reason why $0.0001 is a possibility.",30-04-2022,Positive
Anand Mahindra has shared a video where a person is seen driving a delivery cart which is similar to a F1 car on an Indian road.,30-04-2022,Neutral
Most cryptocurrencies remained hushed on Saturday following a market-wide drawdown in the week that was sparked by among other reasons,30-04-2022,Negative
Is the battery causing the problem? What are the safety measures that need to be followed to prevent explosions?,30-04-2022,Neutral
Elon Musk asked US Congresswoman Alexandria Ocasio-Cortez to stop 'hitting on' him after she posted a scathing tweet about a tech 'billionaire with an ego problem'.,30-04-2022,Neutral
The Indian government is all set to launch an Open Network for Digital Commerce to end the dominance of the US-based e-commerce companies like Amazon and Walmart in India.,30-04-2022,Neutral
Tthe Japanese automotive manufacturer Suzuki has recently launched the 2023 Escudo / Vitara SUV in Japan.,30-04-2022,Neutral
"The world’s richest person, who describes himself as a ‘free speech absolutist’, wants to change the business and operations of Twitter",30-04-2022,Neutral
The merger of all businesses of Tata Coffee with TCPL or its subsidiaries was announced as part of a reorganisation plan in line with its strategic priority of unlocking synergies and efficiencies.,01-05-2022,Positive
"Bodhi Tree has acquired minority stake in Allen, valuing the business above $1 billionBodhi Tree Systems secured a $1.5 billion investment from Qatar’s sovereign fund Qatar Investment Authority",01-05-2022,Neutral
"With global economic prospects worsening significantly due to the Russia-Ukraine war and the International Monetary Fund (IMF) forecasting a decline in global growth, Mint examines its impact on the Indian economy.",01-05-2022,Negative
"Berkshire Hathaway CEO Warren Buffett says he won't buy all the bitcoin in the world for $25. Meanwhile, his longtime business partner and right-hand man, Charlie Munger, says bitcoin is stupid, evil, noting that the cryptocurrency makes him look bad.",01-05-2022,Negative
"Hilux vs Fortuner, car news, car comparison, features, specifications, practicality, capability, Prices, conclusion, variants",01-05-2022,Neutral
"Five companies have announced an interim dividend for shareholders and will turn ex-dividend this week. If you are planning to reap the benefits of dividends, these are the dates you should keep a note of.",01-05-2022,Neutral
"Buying a car is a dream for every middle-class person in India. However, there is always a budget constraint on the buyers' end.",01-05-2022,Negative
"LIC IPO: India clocked 89.7 mn dematerialized (demat) accounts by the end of March 2022, registering a jump of 63% in FY22, data from the Sebi showed. In FY21, the demat tally had risen nearly 35% to 55.1 million",01-05-2022,Positive
"Tata posted 71,467 units in the month of April 2022 as against 39,401 units during the same period last year with a YoY growth of 81 per cent",01-05-2022,Positive
Warren Buffett said he will never buy bitcoins even at $25 as it doesn’t produce anything tangible.,01-05-2022,Neutral
"According to a report by Official Airline Guide (OAG), the Indira Gandhi International (IGI) Airport was behind the Hartsfield-Jackson International Airport in Atlanta in the United States, but ahead of Dubai Airport. | Latest News India",02-05-2022,Neutral
The order came after Sebi had conducted an investigation in the trade of securities and futures of Ruchi Soya,02-05-2022,Neutral
"Quick commerce startup Zepto, which delivers groceries and daily essentials in 10 minutes, wants to enter at least 10 new locations outside of the metros.",02-05-2022,Neutral
"The Bengaluru-headquartered neobank Open has raised a new round of funding at a valuation of $1 billion, it said.",02-05-2022,Neutral
Mumbai-based ten-minute grocery delivery platform Zepto has raised $200 million from its previous round lead investor Y Combinator Continuity.,02-05-2022,Neutral
But the new player in the electric mobility scene in India is moving up rapidly and has dethroned Hero Electric to become the number one electric two-wheeler manufacturer in India.,02-05-2022,Positive
ThePrint published an article claiming that IT companies are deviating from Karnataka to Tamil Nadu due to rising “communal tensions”. | OpIndia News,02-05-2022,Neutral
"Amazon is considering impleading Reliance Industries in the legal battle with Future Group after RIL seized control of 950-odd Big Bazaar stores, a move the e-commerce giant claims will prevent it from keeping Future Retail afloat and lenders from recovering their due",02-05-2022,Negative
Volkswagen Taigun gets two new features; prices hiked by up to 4%,02-05-2022,Positive
"Cement maker will vie with Adani, JSW, Aditya Birla for assets",02-05-2022,Neutral
According to media reports the issue size has been reduced amid market volatility and uncertain geo-political situation.,03-05-2022,Negative
"In a novel initiative, the Telangana State Road Transport Corporation (TSRTC) will now be delivering farm fresh Banganapalle mangoes",03-05-2022,Neutral
Kitco News' general-interest stories takes a look at what is making headlines in the marketplace and how that is impacting precious metals prices,03-05-2022,Neutral
"LIC IPO Opens Tomorrow: The mega LIC IPO opens on May 4, 2022 and end on May 9, 2022. Should I invest in LIC shares is the question old and new investors are asking. Here’s who should buy LIC shares and who should not.",03-05-2022,Neutral
"Gokaldas Exports Ltd., a small-cap company with a market capitalization of Rs 2,728.87 crore, is Indias largest apparel manufacturer and exporter. The companys shares have risen from Rs 89 as of May 4, 2021 to Rs 460.90 on May 2, 2022, 3:30 p.m. IST, representing a multibagger return of 417.87 per cent in a year. Year-to-date (YTD), the stock has increased by 40.43 per cent, and in the previous",03-05-2022,Positive
"Several of the social media accounts also work in a coordinated manner to trend other topics or promote other brands as well, indicating they are likely either accounts created by digital media agencies or freelance networks that work for multiple agencies",03-05-2022,Neutral
Tata Steel Q4 results: The company's board has also recommended a dividend of ₹51 per share for the financial year ended 31 March.,03-05-2022,Neutral
"As per past reports, Elon Musk will need to pay $43 million if he fires current Twitter CEO Parag Agrawal within 12 months of a change in control at the company.",03-05-2022,Neutral
"Earlier this year, Tata Steel announced winning the bid for acquiring 93.71% stake in NINL for ₹12,100 crore.",03-05-2022,Neutral
"Ola Electric has grabbed the top spot in the fast-growing electric vehicle (EV) market in India, in just five months of launching its first e-scooter.",03-05-2022,Positive
"With the new Reliance Jio prepaid plans, one won’t be required to separately buy Disney+ Hotstar subscription to watch all the cricket matches.",04-05-2022,Neutral
